customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1183-40BD2E,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.34,0.0,No
1184-46AB5F,Male,0,No,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),45.84,254.59,No
1185-5033EE,Female,1,No,Yes,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,67.1,611.92,No
1186-C3BCFB,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.85,0.0,Yes
1187-3A880D,Male,0,Yes,No,5,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),40.73,168.69,No
1188-E5A948,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.94,812.05,Yes
1189-E5448B,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),58.31,55.51,No
1190-34EA4A,Female,0,Yes,No,42,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,63.53,2659.86,Yes
1191-EDEB5B,Male,0,No,No,72,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),53.33,3871.41,Yes
1192-D08B6E,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,83.21,81.44,No
1193-709F1B,Female,1,No,No,21,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.81,1862.66,Yes
1194-EB6EA0,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.89,612.53,No
1195-56EDE8,Female,0,No,No,30,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,57.7,1732.0,No
1196-E63ED3,Female,0,No,No,7,No,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),18.0,127.88,Yes
1197-A5FF9A,Female,1,Yes,No,32,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),39.72,1262.08,No
1198-C7F924,Female,0,No,Yes,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,89.15,0.0,Yes
1199-714A05,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,84.52,4412.61,Yes
1200-8A55D7,Male,1,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),86.18,2002.1,No
1201-03C37D,Female,0,No,No,15,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.54,725.86,No
1202-25022C,Male,1,No,No,4,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),32.31,130.36,No
1203-9DE29F,Male,1,Yes,No,1,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.38,58.44,No
1204-BF97DE,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,46.66,91.07,No
1205-899C4C,Male,0,Yes,No,14,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.33,1135.24,No
1206-8CADD3,Female,0,No,No,15,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.62,653.18,No
1207-AD4521,Female,0,No,No,39,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),52.13,2042.98,No
1208-8AB891,Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.74,829.77,Yes
1209-995396,Female,0,No,No,3,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),60.87,164.85,No
1210-A29294,Male,0,No,No,0,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,71.37,0.0,Yes
1211-95614F,Male,0,Yes,No,14,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,418.62,Yes
1212-11626F,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,64.6,703.91,Yes
1213-FBF9BA,Male,0,No,No,9,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),67.56,586.11,No
1214-155FB6,Male,0,No,No,43,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.13,2315.6,Yes
1215-0AEC19,Male,0,No,No,4,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),21.24,89.44,No
1216-FE063E,Male,0,No,Yes,12,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),68.34,796.78,No
1217-293CF8,Female,1,No,No,23,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.24,1545.15,Yes
1218-95C671,Female,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.73,3629.18,Yes
1219-C3B13B,Male,0,Yes,Yes,72,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),61.47,4432.6,No
1220-CD8EAD,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),66.38,787.01,Yes
1221-186CAA,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),81.79,401.24,No
1222-962C43,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,65.23,1050.09,No
1223-CAEDDC,Female,0,Yes,Yes,8,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),83.22,681.03,Yes
1224-D0BC6A,Male,0,No,No,4,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),41.72,158.46,No
1225-C9B5D2,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.38,2706.45,Yes
1226-9C09D5,Female,0,Yes,Yes,72,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.59,3277.43,No
1227-3876A3,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,55.28,162.47,Yes
1228-EE8A6B,Male,0,No,Yes,5,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,72.13,359.43,Yes
1229-845AA3,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,64.68,0.0,No
1230-657930,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.39,4596.12,Yes
1231-19489B,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),66.19,193.69,No
1232-7D68BA,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.84,415.93,Yes
1233-FB698F,Female,1,Yes,No,19,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,60.31,1135.03,No
1234-DDE511,Male,1,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),42.99,3109.04,No
1235-548C8C,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,59.71,266.83,No
1236-329A57,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),67.98,97.25,Yes
1237-5D9BA4,Male,0,Yes,No,8,No,Yes,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),44.07,356.35,Yes
1238-163F80,Female,0,Yes,No,20,Yes,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),55.92,1122.71,No
1239-5CAC9C,Female,0,No,Yes,0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,66.35,0.0,Yes
1240-4961D8,Female,0,Yes,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,66.22,Yes
1241-596BDA,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),71.32,473.17,No
1242-E167B2,Female,1,Yes,Yes,66,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,97.77,6452.53,Yes
1243-0FD84E,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),72.01,2374.0,No
1244-979596,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,64.99,650.23,No
1245-1198A4,Female,1,Yes,No,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.94,447.71,Yes
1246-D5416D,Male,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),82.65,5031.43,No
1247-47E5CA,Male,1,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,78.62,2520.6,Yes
1248-6C805B,Female,0,No,No,30,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,34.48,1022.2,Yes
1249-C5DBF0,Female,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,71.88,3904.46,Yes
1250-FDB6F5,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),42.83,197.52,No
1251-A6CB32,Female,0,No,Yes,19,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.86,958.12,Yes
1252-5C6F1C,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),91.83,1202.74,Yes
1253-F8854F,Female,1,No,Yes,1,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.69,50.22,Yes
1254-B56E65,Female,0,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.97,795.21,No
1255-8E8D47,Female,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),70.22,437.49,No
1256-E4DC6D,Male,0,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),46.99,1499.42,Yes
1257-822C39,Male,1,No,No,72,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.82,3160.12,No
1258-56DC54,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.22,1077.31,Yes
1259-D6F8E9,Male,0,Yes,No,0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,36.82,0.0,Yes
1260-85BF57,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.97,0.0,Yes
1261-BAB2C1,Male,0,No,No,19,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,54.14,1043.65,No
1262-03F59F,Male,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,45.94,3319.07,No
1263-353547,Male,0,Yes,No,4,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.25,301.34,Yes
1264-02AFA8,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,42.93,841.25,Yes
1265-908C32,Female,0,Yes,Yes,7,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.48,184.71,No
1266-97619A,Female,1,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,88.53,1144.5,Yes
1267-B327AF,Male,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.73,340.75,No
1268-96E04F,Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,82.58,1984.73,No
1269-463844,Male,0,Yes,No,7,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.12,401.56,No
1270-587778,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),75.67,100.44,Yes
1271-75E3E1,Male,0,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,56.2,2805.67,No
1272-9C3447,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,77.41,635.68,Yes
1273-D8351F,Female,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,77.31,3083.96,No
1274-5C3F63,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.36,3271.72,No
1275-815AF9,Female,0,Yes,Yes,61,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),65.88,4011.66,No
1276-5C9767,Male,0,No,Yes,39,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.89,957.35,Yes
1277-68455C,Male,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.97,172.49,Yes
1278-6E3512,Female,1,No,No,0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,51.96,0.0,No
1279-68CB16,Female,1,No,No,33,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.75,1593.38,No
1280-73363D,Female,0,No,No,34,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,76.14,2580.09,Yes
1281-D94CA6,Female,0,Yes,Yes,7,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,33.78,233.26,Yes
1282-041918,Female,1,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),79.94,1221.74,No
1283-2578E3,Female,0,Yes,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.39,83.45,Yes
1284-BA375C,Female,1,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),74.0,2433.46,No
1285-FE8FEA,Male,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,74.93,1459.77,No
1286-38E20E,Female,0,No,Yes,11,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),67.15,748.53,No
1287-0E29E2,Male,1,No,No,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),18.0,382.58,No
1288-EF1C2F,Female,1,Yes,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.52,60.09,No
1289-CAE08E,Male,0,Yes,Yes,7,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),32.67,231.24,No
1290-5C16CC,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,64.8,135.29,No
1291-887439,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,79.41,1188.23,No
1292-283FA2,Female,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),61.2,0.0,Yes
1293-352026,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.42,488.91,Yes
1294-950B82,Female,0,Yes,No,17,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,46.49,805.26,No
1295-D4E865,Male,0,No,No,6,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,37.41,257.52,Yes
1296-AC72F8,Male,0,No,No,14,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.99,735.26,No
1297-A4B277,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,61.26,118.83,Yes
1298-F1A879,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),73.35,158.1,No
1299-8B3561,Female,0,No,No,56,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,53.71,2998.39,No
1300-E89BF5,Male,0,No,No,25,No,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),43.33,1115.0,No
1301-C1FA5C,Male,0,Yes,Yes,12,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),63.09,717.77,Yes
1302-944285,Male,0,No,Yes,9,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),38.87,349.31,No
1303-4FD8C3,Female,0,No,Yes,35,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.78,1904.92,Yes
1304-584BDA,Female,0,Yes,No,8,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),71.22,553.14,No
1305-84DB10,Female,0,Yes,No,0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37.15,0.0,No
1306-3E3C17,Female,0,No,No,65,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),68.65,4464.49,Yes
1307-B66F61,Female,0,No,Yes,7,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),59.44,416.45,No
1308-726E18,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.2,5515.38,No
1309-056B8D,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.26,124.26,Yes
1310-77A1AE,Male,0,No,No,68,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,43.05,2936.73,No
1311-F23335,Male,0,Yes,No,40,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.0,711.05,No
1312-041D0A,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.32,65.01,Yes
1313-B7938B,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,57.47,40.67,No
1314-172A3F,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,216.11,Yes
1315-A05CD0,Male,0,No,No,8,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),51.27,383.34,No
1316-ADBB41,Male,0,No,Yes,21,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),28.4,569.89,No
1317-E039B7,Male,0,No,No,19,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.18,958.19,No
1318-C1B46E,Female,0,No,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.23,1693.02,No
1319-0537CA,Male,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.75,3219.5,Yes
1320-0306E7,Male,1,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),81.11,1954.31,No
1321-F21145,Male,1,Yes,No,20,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,61.17,1213.88,No
1322-6E52CE,Female,1,No,No,14,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),39.0,564.98,No
1323-841F8A,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),84.49,1750.61,Yes
1324-EA92A8,Female,0,No,No,28,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,31.6,880.01,No
1325-98DA04,Male,0,Yes,Yes,1,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.69,40.58,Yes
1326-9E1839,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,79.83,2082.57,Yes
1327-6C6DAA,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.16,2362.53,Yes
1328-FBCB5D,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,77.94,283.87,No
1329-670E5B,Male,1,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,56.21,455.38,No
1330-533532,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),79.77,220.39,No
1331-1FB10D,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,73.27,451.53,No
1332-08F51A,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),80.98,725.25,No
1333-BE8FAF,Male,0,No,Yes,25,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.05,1332.76,No
1334-6AA843,Female,1,Yes,Yes,21,No,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),18.0,365.26,Yes
1335-2DFC0B,Female,0,No,No,1,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),27.29,24.71,Yes
1336-4DC140,Female,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,92.76,1204.25,Yes
1337-192685,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,64.97,650.04,No
1338-463527,Male,1,No,No,28,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),67.37,1877.77,No
1339-83B9D6,Male,0,Yes,No,35,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,77.15,2691.35,No
1340-9D4821,Male,0,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,48.6,822.48,No
1341-32C2F8,Male,0,No,Yes,3,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.12,74.72,No
1342-124774,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),89.18,1800.55,Yes
1343-8F3562,Female,0,Yes,No,5,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),27.65,142.31,Yes
1344-CAEA94,Female,0,No,Yes,19,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,58.92,1127.69,No
1345-E7C463,Male,0,No,Yes,60,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.59,3823.16,No
1346-62C2AA,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),82.18,1076.69,Yes
1347-D1D5CD,Male,0,Yes,No,34,No,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,76.68,2601.57,Yes
1348-6D9AD0,Female,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,65.97,515.15,No
1349-21FED0,Female,0,No,No,55,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,18.0,977.73,No
1350-86A5B2,Male,1,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.86,529.09,Yes
1351-0096AB,Female,0,No,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,42.66,337.42,Yes
1352-8F1C0C,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,81.77,2351.4,Yes
1353-A7AC8F,Male,0,No,No,9,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.4,610.95,Yes
1354-674120,Female,0,Yes,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.37,1612.25,Yes
1355-2A606D,Male,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.63,3852.11,No
1356-E748C9,Female,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),61.95,4435.15,Yes
1357-6EC700,Female,0,No,Yes,32,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.6,1658.7,Yes
1358-74475F,Female,0,Yes,No,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.96,619.3,Yes
1359-21344F,Male,0,Yes,No,32,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),72.66,2297.2,No
1360-708445,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),80.22,2981.37,Yes
1361-06B943,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,85.11,0.0,Yes
1362-037EA7,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,74.66,3892.37,No
1363-D3ADA6,Female,1,Yes,No,12,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,56.18,631.72,No
1364-5E9203,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),75.67,676.0,No
1365-95F99D,Female,0,Yes,Yes,4,No,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),43.62,154.08,Yes
